Time,BTC / USD Denominated Closing Price
2010-12-15,0.24
2010-12-16,0.24996
2010-12-17,0.242655815312683
2010-12-18,0.241
2010-12-19,0.2401
2010-12-20,0.267
2010-12-21,0.241436002337814
2010-12-22,0.25
2010-12-23,0.249970127995324
2010-12-24,0.248
2010-12-25,0.2499
2010-12-26,0.264962127410871
2010-12-27,0.264785388661601
2010-12-28,0.281
2010-12-29,0.3
2010-12-30,0.3
2010-12-31,0.3
2011-01-01,0.3
2011-01-02,0.29997
2011-01-03,0.295
2011-01-04,0.29895
2011-01-05,0.298916302162478
2011-01-06,0.298
2011-01-07,0.32
2011-01-08,0.3229
2011-01-09,0.323
2011-01-10,0.32659
2011-01-11,0.32659
2011-01-12,0.318799621274109
2011-01-13,0.3176
2011-01-14,0.399990005844535
2011-01-15,0.386
2011-01-16,0.38679
2011-01-17,0.3495
2011-01-18,0.31299
2011-01-19,0.31299
2011-01-20,0.39
2011-01-21,0.41991
2011-01-22,0.44003552893045
2011-01-23,0.4424
2011-01-24,0.4199
2011-01-25,0.41
2011-01-26,0.415085129748685
2011-01-27,0.4212
2011-01-28,0.444484044418469
2011-01-29,0.439
2011-01-30,0.477142033898305
2011-01-31,0.525136870251315
2011-02-01,0.707510116890707
2011-02-02,0.725434821741671
2011-02-03,0.693898367621274
2011-02-04,0.810958971361777
2011-02-05,0.911671477498539
2011-02-06,0.898
2011-02-07,0.889421369959088
2011-02-08,0.918
2011-02-09,1.01605024547049
2011-02-10,0.979652963179427
2011-02-11,1.05406945353594
2011-02-12,1.07870328404442
2011-02-13,1.05
2011-02-14,1.07001262419638
2011-02-15,1.05
2011-02-16,1.031687628872
2011-02-17,1.0399231975453
2011-02-18,0.898955914669784
2011-02-19,0.944028116890707
2011-02-20,0.865
2011-02-21,0.835747428404442
2011-02-22,0.877041779661017
2011-02-23,0.9
2011-02-24,0.989095265926359
2011-02-25,0.914652001753361
2011-02-26,0.958
2011-02-27,0.895033114552893
2011-02-28,0.860220923436587
2011-03-01,0.921096891876096
2011-03-02,0.9399
2011-03-03,0.939073383401519
2011-03-04,0.9011
2011-03-05,0.90784060666277
2011-03-06,0.884770973115138
2011-03-07,0.877583864406779
2011-03-08,0.866071591466979
2011-03-09,0.86
2011-03-10,0.920670309760374
2011-03-11,0.88
2011-03-12,0.917815513150205
2011-03-13,0.89249
2011-03-14,0.893924922852133
2011-03-15,0.87224
2011-03-16,0.851211665692578
2011-03-17,0.82542
2011-03-18,0.801959208065459
2011-03-19,0.765
2011-03-20,0.7415
2011-03-21,0.75897
2011-03-22,0.809130292811222
2011-03-23,0.84971
2011-03-24,0.872374365867914
2011-03-25,0.88377
2011-03-26,0.8552
2011-03-27,0.822
2011-03-28,0.794740500292227
2011-03-29,0.792509941554646
2011-03-30,0.789706312098189
2011-03-31,0.78461
2011-04-01,0.77411
2011-04-02,0.78199
2011-04-03,0.779
2011-04-04,0.68
2011-04-05,0.715691834599649
2011-04-06,0.74
2011-04-07,0.7538
2011-04-08,0.74999
2011-04-09,0.734060517241379
2011-04-10,0.733156820572765
2011-04-11,0.770113933372297
2011-04-12,0.861381607831677
2011-04-13,0.930320058445353
2011-04-14,0.998629766218586
2011-04-15,0.983673136762127
2011-04-16,1.04663285797779
2011-04-17,1.09812209789597
2011-04-18,1.14943331151373
2011-04-19,1.18516222092344
2011-04-20,1.14212598480421
2011-04-21,1.20733887200468
2011-04-22,1.40450508182349
2011-04-23,1.82885230099357
2011-04-24,1.63198421975453
2011-04-25,1.56448363530099
2011-04-26,1.77084089012274
2011-04-27,1.9031759585038
2011-04-28,2.28574446580947
2011-04-29,2.85060509000585
2011-04-30,3.5
2011-05-01,3.0942275534775
2011-05-02,3.2
2011-05-03,3.36058570368206
2011-05-04,3.40867304734074
2011-05-05,3.34373668439509
2011-05-06,3.45507558445354
2011-05-07,3.64126297779077
2011-05-08,3.84866837697253
2011-05-09,3.80408958211572
2011-05-10,5.65166700233781
2011-05-11,5.43975104383402
2011-05-12,6.3348786943308
2011-05-13,8.13903486732905
2011-05-14,7.00724382933957
2011-05-15,6.92492484453536
2011-05-16,7.88514074517826
2011-05-17,7.25719954061952
2011-05-18,6.76316336236119
2011-05-19,6.89014363237873
2011-05-20,5.61809621858562
2011-05-21,6.08480066744594
2011-05-22,6.71195603974284
2011-05-23,7.06525678375219
2011-05-24,7.40266058211573
2011-05-25,8.56928963705436
2011-05-26,8.78215543424898
2011-05-27,8.52865846814728
2011-05-28,8.34926911981298
2011-05-29,8.40095347223846
2011-05-30,8.77934246464056
2011-05-31,8.72157642197545
2011-06-01,9.62377723202805
2011-06-02,10.7027602279369
2011-06-03,14.2646467738165
2011-06-04,18.3127387258913
2011-06-05,16.5433423962595
2011-06-06,18.4020986440678
2011-06-07,23.2378784628872
2011-06-08,29.0299213267095
2011-06-09,28.7905440181181
2011-06-10,24.0493992285213
2011-06-11,14.7497466277031
2011-06-12,18.8501447311514
2011-06-13,19.5423291145529
2011-06-14,19.2577355055523
2011-06-15,19.4641426241964
2011-06-16,17.9293625423729
2011-06-17,15.4363689129164
2011-06-18,16.8754045353594
2011-06-19,17.5107167913501
2011-06-20,17.5107167913501
2011-06-21,17.5107167913501
2011-06-22,17.5107167913501
2011-06-23,17.5107167913501
2011-06-24,17.5107167913501
2011-06-25,17.5107167913501
2011-06-26,16.3613420157802
2011-06-27,16.7522858132671
2011-06-28,16.9618353071303
2011-06-29,16.8545683179427
2011-06-30,16.1852627808299
2011-07-01,15.4203573991818
2011-07-02,15.38284406955
2011-07-03,15.4575505604909
2011-07-04,13.8527968123904
2011-07-05,12.9648177147867
2011-07-06,14.7147835832846
2011-07-07,14.7972891613092
2011-07-08,14.2990376969608
2011-07-09,14.3815006697838
2011-07-10,14.6229375511397
2011-07-11,14.3101554330801
2011-07-12,14.0212726215663
2011-07-13,13.9714545225015
2011-07-14,13.997974547633
2011-07-15,13.8063904056108
2011-07-16,13.7130792992402
2011-07-17,13.2581353109293
2011-07-18,13.6305212504383
2011-07-19,13.8247948386908
2011-07-20,13.6783305920514
2011-07-21,13.6118084418469
2011-07-22,13.6985473310929
2011-07-23,13.6817183424898
2011-07-24,13.992515176505
2011-07-25,14.0334253787259
2011-07-26,13.8780323232028
2011-07-27,13.878224755114
2011-07-28,13.4915910756867
2011-07-29,13.5123163901227
2011-07-30,13.5402806738749
2011-07-31,13.3729061022794
2011-08-01,13.0191138468732
2011-08-02,12.2141564389246
2011-08-03,9.28635691350088
2011-08-04,10.7685037481005
2011-08-05,9.73015395967271
2011-08-06,6.964169735827
2011-08-07,8.50179329222677
2011-08-08,7.77533763793104
2011-08-09,9.80249948100526
2011-08-10,10.0512531274109
2011-08-11,9.43841299473992
2011-08-12,9.45299328521333
2011-08-13,10.0040247445938
2011-08-14,10.8068207665108
2011-08-15,11.1306965499708
2011-08-16,10.9919655669199
2011-08-17,10.9639640561075
2011-08-18,10.8584714558738
2011-08-19,11.6704730432496
2011-08-20,11.4597317393337
2011-08-21,11.3544813407364
2011-08-22,10.9208958246639
2011-08-23,10.9172450543542
2011-08-24,10.870444289889
2011-08-25,9.5460936735827
2011-08-26,8.12692016306254
2011-08-27,8.59649760666277
2011-08-28,9.03086639976622
2011-08-29,8.96115727060199
2011-08-30,8.80994873816481
2011-08-31,8.19915176446523
2011-09-01,8.23428166510813
2011-09-02,8.6214244377557
2011-09-03,8.44965344067796
2011-09-04,8.20347060227937
2011-09-05,7.5973325251315
2011-09-06,6.84653002893045
2011-09-07,7.16297027352426
2011-09-08,6.67818000029223
2011-09-09,4.98677704178843
2011-09-10,4.74284665517242
2011-09-11,5.85290397253068
2011-09-12,6.09062947223846
2011-09-13,5.80252327703098
2011-09-14,5.59743261016949
2011-09-15,4.86775518468732
2011-09-16,4.83116810052601
2011-09-17,4.775285635301
2011-09-18,5.23673227819988
2011-09-19,5.52037669199299
2011-09-20,6.14666555172414
2011-09-21,5.59706749795441
2011-09-22,5.47504877673875
2011-09-23,5.56342141963764
2011-09-24,5.45788968731736
2011-09-25,5.34115488135593
2011-09-26,4.87382608123904
2011-09-27,4.91115779251899
2011-09-28,4.76341532144945
2011-09-29,4.77766097837522
2011-09-30,5.14368590999416
2011-10-01,5.03407054471069
2011-10-02,5.00706259672706
2011-10-03,5.02284486031561
2011-10-04,4.95680562068966
2011-10-05,4.88506713091759
2011-10-06,4.73016629573349
2011-10-07,4.27603575686733
2011-10-08,3.98125299415546
2011-10-09,4.11163464348334
2011-10-10,4.07496248392753
2011-10-11,4.00892449590883
2011-10-12,4.16623534248977
2011-10-13,4.03698109000584
2011-10-14,3.98628088544711
2011-10-15,3.83733856049094
2011-10-16,3.60974171654003
2011-10-17,2.58124672180012
2011-10-18,2.42227473816482
2011-10-19,2.21725471303331
2011-10-20,2.35612350847458
2011-10-21,2.57009230508475
2011-10-22,3.15548613851549
2011-10-23,3.14775092986558
2011-10-24,2.52293599766219
2011-10-25,2.80192383109293
2011-10-26,2.7775052390415
2011-10-27,3.04540782758621
2011-10-28,3.17963943658679
2011-10-29,3.56918896873174
2011-10-30,3.25740372296902
2011-10-31,3.26509821274109
2011-11-01,3.17100774284044
2011-11-02,3.2558005666277
2011-11-03,3.16831638515488
2011-11-04,3.12011817182934
2011-11-05,2.97781759789597
2011-11-06,2.96272057685564
2011-11-07,3.01775768731736
2011-11-08,3.05656711104617
2011-11-09,2.9195672238457
2011-11-10,2.85670208533022
2011-11-11,3.06786173348919
2011-11-12,3.02552299590883
2011-11-13,2.98637330333139
2011-11-14,2.22422446434833
2011-11-15,2.3223841157218
2011-11-16,2.54678093074226
2011-11-17,2.27909583576856
2011-11-18,2.10506600321449
2011-11-19,2.20345672180012
2011-11-20,2.20198950964348
2011-11-21,2.27987916540035
2011-11-22,2.32245859614261
2011-11-23,2.33032356750438
2011-11-24,2.43887900029223
2011-11-25,2.49616100292227
2011-11-26,2.47179996902396
2011-11-27,2.47756495119813
2011-11-28,2.5412402521917
2011-11-29,2.75769848275862
2011-11-30,2.9660415458796
2011-12-01,3.08258945002922
2011-12-02,3.10040233313852
2011-12-03,2.80385618527177
2011-12-04,2.81969397603741
2011-12-05,2.87479622735242
2011-12-06,3.02536045149036
2011-12-07,2.98550242109877
2011-12-08,2.99188048305085
2011-12-09,2.95579195207481
2011-12-10,3.06897526709527
2011-12-11,3.2492688471654
2011-12-12,3.18733535651666
2011-12-13,3.24108840853302
2011-12-14,3.1550865043834
2011-12-15,3.20313854061952
2011-12-16,3.2091377773232
2011-12-17,3.19254170426651
2011-12-18,3.19401080888369
2011-12-19,3.52577391934541
2011-12-20,3.95255082729398
2011-12-21,3.88899325073057
2011-12-22,3.90306042051432
2011-12-23,3.93796507597896
2011-12-24,3.93941911864407
2011-12-25,4.23386687784921
2011-12-26,3.99912196405611
2011-12-27,4.0955185458796
2011-12-28,4.20729587609585
2011-12-29,4.17335222676797
2011-12-30,4.31063509000584
2011-12-31,4.71430633138515
2012-01-01,5.2948427773232
2012-01-02,5.2048778918761
2012-01-03,4.87050882875511
2012-01-04,5.58570626709527
2012-01-05,6.87400087726476
2012-01-06,6.68331663997662
2012-01-07,6.79622798071303
2012-01-08,7.09665056633548
2012-01-09,6.28853834248977
2012-01-10,6.52847455523086
2012-01-11,6.88912772121566
2012-01-12,6.77356419579194
2012-01-13,6.45436889012273
2012-01-14,6.76172714260666
2012-01-15,7.04692255815312
2012-01-16,6.71560766656926
2012-01-17,5.59962195032145
2012-01-18,5.9002312881356
2012-01-19,6.31570634161309
2012-01-20,6.50149198831093
2012-01-21,6.18056832554062
2012-01-22,6.30296722676797
2012-01-23,6.37487607714787
2012-01-24,6.27447647574518
2012-01-25,5.81046507247224
2012-01-26,5.36722695441262
2012-01-27,5.30313719696084
2012-01-28,5.65979677498539
2012-01-29,5.39142945733489
2012-01-30,5.50348193863238
2012-01-31,5.53822029573349
2012-02-01,6.07523265225015
2012-02-02,6.09957291291642
2012-02-03,5.95161092752776
2012-02-04,5.8954132390415
2012-02-05,5.67811571712449
2012-02-06,5.48266405844535
2012-02-07,5.66202770017534
2012-02-08,5.6185281899474
2012-02-09,5.83569985417884
2012-02-10,5.93783415546464
2012-02-11,5.61213285330216
2012-02-12,5.51909716949152
2012-02-13,5.34835455932203
2012-02-14,4.48365409175921
2012-02-15,4.3255203220339
2012-02-16,4.25523904500292
2012-02-17,4.39153837288136
2012-02-18,4.27008127761543
2012-02-19,4.38955145821157
2012-02-20,4.36513593892461
2012-02-21,4.31511560198714
2012-02-22,4.41931028755114
2012-02-23,5.03951511805961
2012-02-24,5.02560875891292
2012-02-25,4.77256738106371
2012-02-26,4.9264208515488
2012-02-27,4.95251575628287
2012-02-28,4.85725777556984
2012-02-29,4.87274875569842
2012-03-01,4.92207212361192
2012-03-02,4.71482358708358
2012-03-03,4.62819325248393
2012-03-04,4.83414448158971
2012-03-05,4.98239290385739
2012-03-06,4.98784135242548
2012-03-07,4.94911288457043
2012-03-08,4.93497949503214
2012-03-09,4.87229784745763
2012-03-10,4.84142380479252
2012-03-11,4.89202875160724
2012-03-12,4.91083937931035
2012-03-13,5.29088027878434
2012-03-14,5.39054329222677
2012-03-15,5.34082089888954
2012-03-16,5.33957479135009
2012-03-17,5.23600355406195
2012-03-18,5.27014898538866
2012-03-19,4.67867255289305
2012-03-20,4.83083021624781
2012-03-21,4.81722952483928
2012-03-22,4.72960850496785
2012-03-23,4.69164317650497
2012-03-24,4.65198626592636
2012-03-25,4.55227026241964
2012-03-26,4.63272235973115
2012-03-27,4.81134073524255
2012-03-28,4.79058939158387
2012-03-29,4.79406657218001
2012-03-30,4.86140935651666
2012-03-31,4.88977687317358
2012-04-01,4.79332567738165
2012-04-02,4.98304547866745
2012-04-03,4.95623319286967
2012-04-04,4.91784217767387
2012-04-05,4.92084924488603
2012-04-06,4.94910743220339
2012-04-07,4.70971191028638
2012-04-08,4.77881884921099
2012-04-09,4.85254738106371
2012-04-10,4.84141759380479
2012-04-11,4.91525071712449
2012-04-12,4.90115814728229
2012-04-13,4.93440673348919
2012-04-14,4.95636466101695
2012-04-15,4.9616003383986
2012-04-16,4.95076456925774
2012-04-17,4.9687445075979
2012-04-18,5.12437744301578
2012-04-19,5.13090651139684
2012-04-20,5.36651596814728
2012-04-21,5.28255033898305
2012-04-22,5.19560899473992
2012-04-23,5.11088819170076
2012-04-24,5.08786726241964
2012-04-25,5.14881624547048
2012-04-26,5.09741928579778
2012-04-27,5.09588733985973
2012-04-28,4.9707366528346
2012-04-29,4.90260617767387
2012-04-30,4.9421168100526
2012-05-01,4.98713722735243
2012-05-02,5.05343735388662
2012-05-03,5.11887297895967
2012-05-04,5.08550708825248
2012-05-05,5.05663956458212
2012-05-06,5.0478007729398
2012-05-07,5.06755586703682
2012-05-08,5.02346642285213
2012-05-09,5.04130623553478
2012-05-10,4.92748871975453
2012-05-11,4.96370997749854
2012-05-12,4.94653223495032
2012-05-13,4.94479505376973
2012-05-14,5.01143592197545
2012-05-15,5.03364040035067
2012-05-16,5.08778450905903
2012-05-17,5.08966168644068
2012-05-18,5.11830148275862
2012-05-19,5.11254581122151
2012-05-20,5.09420096843951
2012-05-21,5.0942213100526
2012-05-22,5.08913918877849
2012-05-23,5.12885889976622
2012-05-24,5.11915775920514
2012-05-25,5.13727680654588
2012-05-26,5.10397880479252
2012-05-27,5.13461613500877
2012-05-28,5.13632541905318
2012-05-29,5.14847069783752
2012-05-30,5.13826456925774
2012-05-31,5.18163972121566
2012-06-01,5.26694375803624
2012-06-02,5.24363906019871
2012-06-03,5.21270498480421
2012-06-04,5.25876585739334
2012-06-05,5.42601429485681
2012-06-06,5.44616942197545
2012-06-07,5.58716980976037
2012-06-08,5.62252910169492
2012-06-09,5.55700233547633
2012-06-10,5.45789356925774
2012-06-11,5.58699698158971
2012-06-12,5.72749129865575
2012-06-13,5.90930132378726
2012-06-14,5.96202318205728
2012-06-15,6.52338071917008
2012-06-16,6.44415828229106
2012-06-17,6.1999664880187
2012-06-18,6.31084466861485
2012-06-19,6.49482671595558
2012-06-20,6.69355105552309
2012-06-21,6.67226250379895
2012-06-22,6.56376169783752
2012-06-23,6.44754168907072
2012-06-24,6.35049403857393
2012-06-25,6.31747363004091
2012-06-26,6.43286082875511
2012-06-27,6.61571340151958
2012-06-28,6.59006463296318
2012-06-29,6.65877675715956
2012-06-30,6.68042762302747
2012-07-01,6.62686009234366
2012-07-02,6.74347805084746
2012-07-03,6.44999240327294
2012-07-04,6.51483533313852
2012-07-05,6.64239860432496
2012-07-06,6.67218118936295
2012-07-07,6.80827371186441
2012-07-08,6.79631768790181
2012-07-09,7.03239588603156
2012-07-10,7.17858003565167
2012-07-11,7.18514778901227
2012-07-12,7.55593565020456
2012-07-13,7.63092125599065
2012-07-14,7.58012917825833
2012-07-15,7.62723485973115
2012-07-16,8.49340567738165
2012-07-17,8.75198485505552
2012-07-18,9.09519268614845
2012-07-19,8.87953341350087
2012-07-20,8.53245067913501
2012-07-21,8.87564584102864
2012-07-22,8.50656254412624
2012-07-23,8.53121126943308
2012-07-24,8.57458517066043
2012-07-25,8.7693472729398
2012-07-26,8.87576504617183
2012-07-27,8.89145989421391
2012-07-28,8.84256089421391
2012-07-29,8.74768065926359
2012-07-30,9.08831724897721
2012-07-31,9.32099840210403
2012-08-01,9.56802090385739
2012-08-02,10.5510396960842
2012-08-03,10.9158647466394
2012-08-04,10.9197148807715
2012-08-05,10.805117377557
2012-08-06,10.8694465017534
2012-08-07,10.9412794400935
2012-08-08,11.0703915967271
2012-08-09,11.1037247440094
2012-08-10,11.4475688045003
2012-08-11,11.5425355271771
2012-08-12,11.5925523898305
2012-08-13,11.9849629903565
2012-08-14,12.1870974810053
2012-08-15,13.1700773538866
2012-08-16,13.4507908246639
2012-08-17,12.0770055423729
2012-08-18,11.5775071648159
2012-08-19,7.83062184190532
2012-08-20,9.97987664874343
2012-08-21,9.90298201811806
2012-08-22,9.772554578609
2012-08-23,10.0886574260666
2012-08-24,10.5940425943892
2012-08-25,10.5836766715371
2012-08-26,10.545530742256
2012-08-27,10.9003800806546
2012-08-28,10.9329585336061
2012-08-29,10.8677839018118
2012-08-30,10.7277488383986
2012-08-31,10.1024098205728
2012-09-01,10.0065329374635
2012-09-02,10.2261162016365
2012-09-03,10.4971343091759
2012-09-04,10.3640018942139
2012-09-05,11.0255228784337
2012-09-06,11.1607690157802
2012-09-07,11.0761223366452
2012-09-08,11.0432700333139
2012-09-09,11.0620954932788
2012-09-10,11.1252888047925
2012-09-11,11.2680929552893
2012-09-12,11.3152859082408
2012-09-13,11.38029928872
2012-09-14,11.730107622443
2012-09-15,11.7183934155465
2012-09-16,11.8869112238457
2012-09-17,11.908317157218
2012-09-18,12.2596508386908
2012-09-19,12.5048540981882
2012-09-20,12.3671766493279
2012-09-21,12.3336578357686
2012-09-22,12.2137276250731
2012-09-23,12.1654630263004
2012-09-24,12.11358871654
2012-09-25,12.1824053945061
2012-09-26,12.3198168597312
2012-09-27,12.3187514018118
2012-09-28,12.3814573892461
2012-09-29,12.4047515055523
2012-09-30,12.3916224728229
2012-10-01,12.3893951601403
2012-10-02,12.8072380958504
2012-10-03,12.9554304944477
2012-10-04,12.8623857779077
2012-10-05,12.7522194190532
2012-10-06,12.5051297136178
2012-10-07,11.8739970853302
2012-10-08,11.7333297481005
2012-10-09,11.8286634354179
2012-10-10,12.109188478083
2012-10-11,12.0675518082992
2012-10-12,12.0280681648159
2012-10-13,11.9268038293396
2012-10-14,11.6505779608416
2012-10-15,11.9083095268849
2012-10-16,11.8480180689655
2012-10-17,11.9193881607247
2012-10-18,11.9259328445354
2012-10-19,11.7574857971946
2012-10-20,11.6943775517241
2012-10-21,11.657411405903
2012-10-22,11.7410779129164
2012-10-23,11.7077817299825
2012-10-24,11.6343523869082
2012-10-25,10.7536298202805
2012-10-26,10.130619493571
2012-10-27,10.4581862957335
2012-10-28,10.7099620838691
2012-10-29,10.6307389760374
2012-10-30,10.8593230584454
2012-10-31,11.1460718381064
2012-11-01,10.6135357510228
2012-11-02,10.5305036388077
2012-11-03,10.650747019287
2012-11-04,10.7968828924605
2012-11-05,10.7408207352425
2012-11-06,10.8681974991233
2012-11-07,10.9540989444769
2012-11-08,10.892699371128
2012-11-09,10.8158672180012
2012-11-10,10.8632604430158
2012-11-11,10.8418406388077
2012-11-12,11.0313424552893
2012-11-13,10.9980027790766
2012-11-14,10.9589524184687
2012-11-15,11.1751098585622
2012-11-16,11.705044829924
2012-11-17,11.7500423991818
2012-11-18,11.6656310321449
2012-11-19,11.7505293506721
2012-11-20,11.6991703167738
2012-11-21,11.7291351759205
2012-11-22,12.2919979465225
2012-11-23,12.2802876195207
2012-11-24,12.4132043997662
2012-11-25,12.5296894897721
2012-11-26,12.1846262399182
2012-11-27,12.1592753845704
2012-11-28,12.3316598270018
2012-11-29,12.4976616534191
2012-11-30,12.5861389275278
2012-12-01,12.5923868702513
2012-12-02,12.4979447565751
2012-12-03,12.6569578369375
2012-12-04,13.3695895815313
2012-12-05,13.3127502220923
2012-12-06,13.4779245403273
2012-12-07,13.4772824494448
2012-12-08,13.4999844091175
2012-12-09,13.3465108907072
2012-12-10,13.4922565809468
2012-12-11,13.615415666277
2012-12-12,13.6682136426067
2012-12-13,13.7552515207481
2012-12-14,13.6009222527762
2012-12-15,13.5309482887201
2012-12-16,13.3328610765634
2012-12-17,13.3200719514904
2012-12-18,13.2720338690824
2012-12-19,13.5385431800117
2012-12-20,13.5700270263004
2012-12-21,13.4289680023378
2012-12-22,13.4272139129164
2012-12-23,13.3181057568673
2012-12-24,13.4266626715371
2012-12-25,13.3655670046756
2012-12-26,13.4546990175336
2012-12-27,13.3993031811806
2012-12-28,13.4555072215079
2012-12-29,13.3740038603156
2012-12-30,13.445013798948
2012-12-31,13.5455524436002
2013-01-01,13.3313714219755
2013-01-02,13.2806068129749
2013-01-03,13.3840811484512
2013-01-04,13.4517211496201
2013-01-05,13.459406766803
2013-01-06,13.5044965078901
2013-01-07,13.5560616578025
2013-01-08,13.7803506312098
2013-01-09,13.8209552565751
2013-01-10,14.12317285564
2013-01-11,14.2276211227352
2013-01-12,14.2142856560491
2013-01-13,14.1607882670953
2013-01-14,14.3179703202805
2013-01-15,14.3136377516072
2013-01-16,14.7078140479252
2013-01-17,15.598599739626
2013-01-18,15.7157911239042
2013-01-19,15.5881263997662
2013-01-20,15.7195921373466
2013-01-21,16.7810195207481
2013-01-22,17.3001788386908
2013-01-23,17.5363954228521
2013-01-24,16.90108607218
2013-01-25,17.4072020292227
2013-01-26,17.5536291760608
2013-01-27,17.8646280148217
2013-01-28,18.7942648743425
2013-01-29,19.5147141861484
2013-01-30,19.7374466864407
2013-01-31,20.5116430306838
2013-02-01,20.443091956166
2013-02-02,19.6359017054354
2013-02-03,20.5789396832262
2013-02-04,20.4404879614261
2013-02-05,20.6593447276446
2013-02-06,21.2085655318527
2013-02-07,22.1177651789246
2013-02-08,22.7873650499299
2013-02-09,23.7338601537113
2013-02-10,23.9002893571011
2013-02-11,24.4972726949153
2013-02-12,24.9797364073641
2013-02-13,24.6416509347867
2013-02-14,27.2823898203039
2013-02-15,27.1712692291058
2013-02-16,27.3461635619521
2013-02-17,26.9272513763881
2013-02-18,26.9288676370544
2013-02-19,29.4136243807715
2013-02-20,29.8198072276447
2013-02-21,29.8180689158387
2013-02-22,30.4726565324372
2013-02-23,29.8064545458796
2013-02-24,29.8828484924021
2013-02-25,30.3520330949737
2013-02-26,31.1555373506721
2013-02-27,31.2402610829924
2013-02-28,33.3752939365868
2013-03-01,34.6062570341204
2013-03-02,34.143515924021
2013-03-03,34.451740484512
2013-03-04,36.3762652507306
2013-03-05,40.6729539902747
2013-03-06,43.2849961852133
2013-03-07,41.9474407158387
2013-03-08,43.902928914962
2013-03-09,46.8885866123086
